,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.739,0.91,-0.006,3.532,0.016,0.01,3237.0,4226.0,1.0
economic_coef,0.86,0.052,0.76,0.964,0.001,0.001,3874.0,5172.0,1.0
wind_speed_coef,4.174,0.415,3.35,4.98,0.006,0.004,4318.0,4868.0,1.0
sigma,1.978,0.093,1.795,2.155,0.001,0.001,5003.0,5216.0,1.0
