,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.51,1.085,3.352,7.579,0.018,0.012,3652.0,4839.0,1.0
economic_coef,0.507,0.108,0.298,0.718,0.002,0.001,3495.0,4486.0,1.0
wind_coef,-0.486,0.972,-2.414,1.371,0.016,0.012,3790.0,4726.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,4042.0,5399.0,1.0
ib_coef,2.567,0.453,1.678,3.443,0.007,0.005,3856.0,4732.0,1.0
sigma,1.837,0.084,1.675,2.006,0.001,0.001,6738.0,5803.0,1.0
