,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.747,0.482,8.802,10.677,0.008,0.005,3656.0,4636.0,1.0
pressure_coef,2.445,0.208,2.013,2.831,0.003,0.002,4717.0,5702.0,1.0
trend_coef,-0.08,0.005,-0.088,-0.071,0.0,0.0,4181.0,5400.0,1.0
sigma,2.041,0.093,1.855,2.22,0.001,0.001,5835.0,4754.0,1.0
