,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.494,1.12,3.276,7.686,0.02,0.012,3287.0,4751.0,1.0
economic_coef,0.507,0.11,0.297,0.729,0.002,0.001,3157.0,4430.0,1.0
pressure_coef,2.545,0.448,1.72,3.466,0.007,0.005,3747.0,4946.0,1.0
wind_coef,-0.439,0.96,-2.296,1.428,0.016,0.011,3470.0,4853.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,3531.0,4938.0,1.0
sigma,1.837,0.085,1.673,2.008,0.001,0.001,6302.0,6366.0,1.0
