,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.545,0.914,-0.146,3.45,0.016,0.01,3187.0,4454.0,1.0
economic_coef,0.864,0.052,0.761,0.963,0.001,0.001,4026.0,5235.0,1.0
wind_coef,4.28,0.425,3.407,5.064,0.006,0.004,4771.0,5339.0,1.0
travel_speed_coef,0.07,0.274,-0.456,0.616,0.003,0.003,7536.0,6306.0,1.0
sigma,1.979,0.091,1.802,2.158,0.001,0.001,7337.0,6533.0,1.0
