,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,3.006,0.771,1.466,4.471,0.012,0.009,4221.0,5065.0,1.0
economic_coef,0.863,0.05,0.764,0.955,0.001,0.001,4640.0,5507.0,1.0
tides_coef,-0.0,0.004,-0.007,0.007,0.0,0.0,7481.0,6476.0,1.0
ib_coef,2.256,0.191,1.87,2.624,0.002,0.002,6114.0,6244.0,1.0
sigma,1.879,0.088,1.712,2.049,0.001,0.001,8701.0,6729.0,1.0
