,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,19.24,1.235,16.861,21.652,0.02,0.014,3680.0,4732.0,1.0
economic_coef,0.32,0.143,0.043,0.6,0.002,0.002,3303.0,4078.0,1.0
travel_speed_coef,0.183,0.345,-0.524,0.83,0.005,0.004,5723.0,5480.0,1.0
trend_coef,-0.042,0.012,-0.066,-0.018,0.0,0.0,3710.0,4826.0,1.0
sigma,2.467,0.114,2.246,2.689,0.001,0.001,6302.0,5418.0,1.0
