,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.551,0.94,-0.392,3.264,0.017,0.011,3156.0,3751.0,1.0
economic_coef,0.866,0.053,0.765,0.971,0.001,0.001,3545.0,4788.0,1.0
wind_coef,4.288,0.435,3.455,5.165,0.007,0.005,4483.0,5380.0,1.0
sigma,1.976,0.092,1.794,2.152,0.001,0.001,5959.0,5849.0,1.0
