,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,2.879,1.164,0.607,5.185,0.018,0.013,4276.0,5247.0,1.0
economic_coef,0.859,0.077,0.709,1.008,0.001,0.001,4356.0,4720.0,1.0
pressure_coef,2.355,0.257,1.843,2.851,0.003,0.003,6208.0,6379.0,1.0
storm_surge_coef,0.127,0.171,-0.198,0.476,0.002,0.002,5591.0,6101.0,1.0
sigma,1.974,0.101,1.786,2.178,0.001,0.001,6035.0,5475.0,1.0
