,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,17.357,1.21,14.973,19.746,0.02,0.015,3832.0,4166.0,1.0
economic_coef,0.32,0.109,0.11,0.538,0.002,0.001,3670.0,4626.0,1.0
pressure_coef,1.068,0.526,0.067,2.118,0.009,0.006,3752.0,4223.0,1.0
trend_coef,-0.056,0.014,-0.084,-0.028,0.0,0.0,3628.0,3665.0,1.0
pressure_trend_interaction_coef,0.019,0.007,0.006,0.033,0.0,0.0,3703.0,4489.0,1.0
sigma,1.875,0.088,1.708,2.049,0.001,0.001,5080.0,4815.0,1.0
