,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.733,0.981,2.858,6.635,0.016,0.011,3534.0,4687.0,1.0
economic_coef,0.705,0.075,0.561,0.853,0.001,0.001,3438.0,4523.0,1.0
pressure_coef,2.347,0.185,1.992,2.708,0.002,0.002,5706.0,5678.0,1.0
temp_anomaly_coef,2.089,0.731,0.646,3.504,0.012,0.008,3937.0,4923.0,1.0
sigma,1.852,0.086,1.683,2.021,0.001,0.001,5970.0,5892.0,1.0
