,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.221,0.971,3.291,7.069,0.016,0.011,3544.0,4421.0,1.0
economic_coef,-0.488,0.108,-0.7,-0.278,0.002,0.001,3221.0,4274.0,1.0
pressure_coef,2.359,0.187,1.98,2.712,0.002,0.002,6004.0,5696.0,1.0
trend_coef,0.034,0.009,0.015,0.051,0.0,0.0,3694.0,4915.0,1.0
sigma,1.835,0.085,1.674,2.005,0.001,0.001,6278.0,5990.0,1.0
