,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,2.729,1.082,0.553,4.775,0.019,0.013,3400.0,4499.0,1.0
economic_coef,-0.396,0.111,-0.604,-0.173,0.002,0.001,3444.0,4327.0,1.0
wind_coef,4.651,0.428,3.801,5.469,0.006,0.005,5508.0,5404.0,1.0
trend_coef,0.028,0.01,0.008,0.046,0.0,0.0,4111.0,4723.0,1.0
sigma,1.941,0.09,1.769,2.118,0.001,0.001,6005.0,5810.0,1.0
