,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.614,2.714,4.019,14.687,0.042,0.03,4225.0,5048.0,1.0
economic_coef,0.549,0.114,0.323,0.77,0.002,0.001,3777.0,4373.0,1.0
pressure_coef,-5.932,2.501,-10.547,-0.794,0.037,0.026,4539.0,5377.0,1.0
wind_coef,4.164,0.432,3.32,5.007,0.005,0.004,6438.0,5765.0,1.0
trend_coef,0.032,0.01,0.012,0.05,0.0,0.0,3909.0,4455.0,1.0
sigma,1.926,0.089,1.762,2.107,0.001,0.001,6755.0,5929.0,1.0
