,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.515,0.701,4.145,6.889,0.01,0.008,4513.0,4911.0,1.0
economic_coef,0.905,0.052,0.807,1.009,0.001,0.001,4515.0,4819.0,1.0
wind_power_law_coef,4.094,0.402,3.294,4.864,0.005,0.004,6422.0,5069.0,1.0
sigma,2.005,0.091,1.832,2.186,0.001,0.001,6378.0,5709.0,1.0
