,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.308,1.263,2.707,7.68,0.019,0.014,4545.0,5330.0,1.0
economic_coef,-0.49,0.106,-0.699,-0.281,0.002,0.001,4317.0,5379.0,1.0
modelled_wind_coef,-0.12,1.803,-3.668,3.408,0.026,0.02,4863.0,5188.0,1.0
wind_coef_residual,-0.455,0.975,-2.386,1.456,0.011,0.01,7360.0,6452.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,4478.0,5409.0,1.0
ib_coef,2.413,0.818,0.83,4.026,0.012,0.009,4986.0,5436.0,1.0
sigma,1.84,0.084,1.678,2.002,0.001,0.001,6420.0,6306.0,1.0
