,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.242,0.972,3.295,7.094,0.016,0.01,3724.0,5633.0,1.0
economic_coef,-0.489,0.108,-0.697,-0.27,0.002,0.001,3233.0,4631.0,1.0
pressure_coef,2.356,0.189,1.984,2.729,0.002,0.002,7131.0,5630.0,1.0
travel_speed_coef,-0.001,0.256,-0.495,0.5,0.003,0.003,7377.0,6313.0,1.0
trend_coef,0.034,0.009,0.016,0.053,0.0,0.0,3543.0,4823.0,1.0
sigma,1.838,0.085,1.67,1.997,0.001,0.001,8107.0,6230.0,1.0
