,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,3.685,1.098,1.588,5.855,0.018,0.012,3803.0,4990.0,1.0
economic_coef,0.521,0.114,0.3,0.753,0.002,0.001,3546.0,4288.0,1.0
wind_coef,4.473,0.421,3.636,5.262,0.005,0.004,6461.0,6253.0,1.0
trend_coef,0.033,0.01,0.013,0.051,0.0,0.0,4108.0,4915.0,1.0
water_level_coef,-0.001,0.004,-0.008,0.007,0.0,0.0,7745.0,6256.0,1.0
sigma,1.949,0.089,1.777,2.124,0.001,0.001,6872.0,6171.0,1.0
