,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,3.976,0.157,3.657,4.277,0.002,0.002,7007.0,5941.0,1.0
sigma,2.482,0.113,2.258,2.699,0.001,0.001,6570.0,6137.0,1.0
