,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,19.709,0.741,18.296,21.194,0.011,0.008,4352.0,5037.0,1.0
economic_coef,0.093,0.055,-0.015,0.201,0.001,0.001,4332.0,5170.0,1.0
wind_power_law_coef,4.577,0.418,3.757,5.404,0.005,0.005,6058.0,5047.0,1.0
sigma,2.092,0.096,1.912,2.285,0.001,0.001,6442.0,5578.0,1.0
