,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.918,0.976,3.026,6.846,0.016,0.011,3838.0,4559.0,1.0
economic_coef,0.542,0.109,0.339,0.77,0.002,0.001,3633.0,4631.0,1.0
pressure_coef,2.378,0.188,2.008,2.734,0.002,0.002,6939.0,5983.0,1.0
trend_coef,0.032,0.012,0.008,0.055,0.0,0.0,3687.0,5091.0,1.0
sea_level_coef,-0.018,3.015,-5.875,5.842,0.041,0.032,5369.0,5718.0,1.0
sigma,1.836,0.086,1.663,1.999,0.001,0.001,7203.0,6019.0,1.0
