,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.289,3.389,-6.214,7.021,0.059,0.037,3330.0,4969.0,1.0
economic_coef,0.873,0.053,0.766,0.974,0.001,0.001,5676.0,6135.0,1.0
pressure_coef,2.292,0.191,1.919,2.666,0.002,0.002,5958.0,5992.0,1.0
coef_gc_icoads,0.089,0.128,-0.16,0.345,0.002,0.001,3166.0,4316.0,1.0
sigma,1.875,0.088,1.709,2.047,0.001,0.001,6866.0,5835.0,1.0
