,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.278,0.971,3.317,7.146,0.016,0.011,3799.0,4566.0,1.0
economic_coef,0.507,0.108,0.299,0.723,0.002,0.001,3308.0,4279.0,1.0
trend_coef,0.034,0.009,0.016,0.053,0.0,0.0,3736.0,4887.0,1.0
ib_coef,2.528,0.448,1.682,3.423,0.006,0.005,4913.0,4604.0,1.0
flood_coef,-0.195,0.461,-1.118,0.654,0.007,0.005,5043.0,4859.0,1.0
sigma,1.838,0.086,1.671,2.005,0.001,0.001,6931.0,6170.0,1.0
