,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.003,0.119,4.76,5.226,0.001,0.001,6473.0,5735.0,1.0
sigma,1.661,0.087,1.499,1.839,0.001,0.001,6006.0,5112.0,1.0
