,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,8.135,0.941,6.345,9.996,0.014,0.009,4699.0,6030.0,1.0
economic_coef,0.52,0.109,0.311,0.733,0.002,0.001,4256.0,5281.0,1.0
tides_coef,-0.0,0.003,-0.007,0.007,0.0,0.0,10634.0,6543.0,1.0
travel_speed_coef,-0.007,0.262,-0.509,0.511,0.003,0.003,10222.0,6781.0,1.0
trend_coef,0.034,0.009,0.016,0.053,0.0,0.0,4762.0,5863.0,1.0
pc1_coef,1.101,0.089,0.934,1.28,0.001,0.001,9534.0,6811.0,1.0
pc2_coef,-1.25,0.428,-2.108,-0.445,0.004,0.004,10209.0,7086.0,1.0
sigma,1.845,0.085,1.688,2.018,0.001,0.001,9887.0,7640.0,1.0
