,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,19.429,2.601,14.365,24.497,0.037,0.028,4867.0,4899.0,1.0
economic_coef,0.574,0.134,0.322,0.841,0.002,0.002,5018.0,5127.0,1.0
pressure_coef,-11.03,2.52,-15.817,-5.978,0.035,0.027,5259.0,5451.0,1.0
tides_coef,0.0,0.004,-0.009,0.008,0.0,0.0,7526.0,5802.0,1.0
trend_coef,0.018,0.011,-0.005,0.04,0.0,0.0,4959.0,5401.0,1.0
sigma,2.242,0.108,2.039,2.452,0.001,0.001,6609.0,5584.0,1.0
