,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.248,0.967,3.372,7.159,0.017,0.01,3423.0,5222.0,1.0
economic_coef,0.509,0.108,0.301,0.72,0.002,0.001,3304.0,4676.0,1.0
travel_speed_coef,-0.004,0.262,-0.512,0.504,0.003,0.003,7639.0,6638.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,3897.0,5900.0,1.0
ib_coef,2.359,0.186,2.004,2.727,0.002,0.002,6550.0,6835.0,1.0
sigma,1.839,0.084,1.676,2.002,0.001,0.001,8498.0,6473.0,1.0
